,fraud_bool,credit_risk_score,current_address_months_count,log_zip_count_4w,zip_count_4w,date_of_birth_distinct_emails_4w,bank_branch_count_8w,income,month,customer_age,bank_months_count,proposed_credit_limit,device_distinct_emails_8w,housing_status_BA,employment_status_CA,source_INTERNET,phone_mobile_valid,device_os_windows,keep_alive_session,email_is_free,log_prev_address_months_count
567185,0,0.6779964221824687,0.10023310023310024,0.7750967530388476,0.17614569338707267,0.10256410256410256,0.004612159329140461,0.875,0.8571428571428571,0.375,0.8787878787878788,0.16230366492146603,0.6666666666666666,False,True,True,1,False,1,1,0.0
938911,0,0.5831842576028623,0.8298368298368298,0.77131520587995,0.17107030900134346,0.1282051282051282,0.005870020964360586,0.875,0.5714285714285714,0.5,0.8787878787878788,0.005235602094240843,0.6666666666666666,True,True,True,1,False,1,0,0.0
354716,0,0.7477638640429338,0.38694638694638694,0.8229502272178917,0.2549634273772205,0.10256410256410256,0.002935010482180293,1.0,0.2857142857142857,0.5,0.12121212121212122,0.6858638743455497,0.6666666666666666,True,True,True,1,False,1,0,0.0
622494,0,0.45259391771019675,0.09324009324009325,0.7654277173991053,0.16345723242274965,0.07692307692307693,0.0004192872117400419,1.0,0.0,0.375,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,0,0.0
753126,1,0.6100178890876565,0.5081585081585082,0.8740811187536549,0.37841468875951634,0.15384615384615385,0.0004192872117400419,1.0,0.7142857142857142,0.25,0.9393939393939394,0.005235602094240843,0.6666666666666666,True,True,True,0,False,0,0,0.0
803029,0,0.5313059033989267,0.0675990675990676,0.7576399736954744,0.15390356769667113,0.28205128205128205,0.0020964360587002098,0.0,0.7142857142857142,0.0,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
679393,0,0.670840787119857,0.4009324009324009,0.7795148795643632,0.18226600985221672,0.15384615384615385,0.0025157232704402514,0.875,0.0,0.375,0.06060606060606061,0.6858638743455497,0.6666666666666666,True,True,True,1,True,1,0,0.0
761406,0,0.4472271914132379,0.006993006993006993,0.7090741633351941,0.10568741603224362,0.23076923076923075,0.0012578616352201257,0.0,0.7142857142857142,0.125,0.06060606060606061,0.16230366492146603,0.6666666666666666,False,True,True,1,True,0,1,0.5821592880761413
202697,0,0.45796064400715564,0.15384615384615385,0.779937965204355,0.18286311389759663,0.15384615384615385,0.016352201257861635,1.0,0.42857142857142855,0.375,0.48484848484848486,0.005235602094240843,0.6666666666666666,True,False,True,0,True,0,0,0.0
277171,0,0.43828264758497315,0.004662004662004662,0.8645968284933586,0.35169428272876546,0.5384615384615384,0.0,0.5,0.2857142857142857,0.25,0.6363636363636364,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,0,0.5768262794035196
470172,0,0.3738819320214669,0.10256410256410257,0.8223424902713079,0.2537692192864607,0.1794871794871795,0.013417190775681341,0.0,0.14285714285714285,0.375,0.5151515151515151,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.0
46503,0,0.7030411449016101,0.17016317016317017,0.7325343134988763,0.12673533363188533,0.1282051282051282,0.0,0.875,1.0,0.25,0.0,0.6858638743455497,0.6666666666666666,False,True,True,1,False,0,1,0.0
587831,0,0.31305903398926654,0.8135198135198135,0.7470616642477154,0.141812210777728,0.3333333333333333,0.0004192872117400419,0.375,0.8571428571428571,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
268701,0,0.5849731663685152,0.49650349650349646,0.7637636626020764,0.16136736826391998,0.10256410256410256,0.0004192872117400419,0.375,0.2857142857142857,0.375,0.09090909090909091,0.16230366492146603,0.6666666666666666,False,True,True,1,True,1,1,0.0
869027,0,0.8354203935599285,0.0,0.7667203714831196,0.1650992685475444,0.20512820512820512,0.018029350104821804,1.0,0.7142857142857142,0.375,0.8787878787878788,0.6858638743455497,0.6666666666666666,False,True,True,1,True,0,1,0.5536203846000464
133455,0,0.556350626118068,0.016317016317016316,0.7156526793134773,0.11121062845200776,0.2564102564102564,0.0033542976939203353,0.0,0.42857142857142855,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,0,0.5536203846000464
889922,0,0.5992844364937389,0.023310023310023312,0.8150602668370559,0.23988655023137778,0.3333333333333333,0.007966457023060796,0.7500000000000001,0.5714285714285714,0.375,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.43084907023657243
878090,0,0.4561717352415027,0.023310023310023312,0.7386290752878916,0.13285565009702938,0.02564102564102564,0.002935010482180293,0.0,0.5714285714285714,0.5,0.7878787878787878,0.42408376963350797,0.6666666666666666,False,True,True,0,False,1,1,0.8264370610909823
55978,0,0.4686940966010733,0.03496503496503496,0.6438619442948869,0.06374085684430512,0.1282051282051282,0.0025157232704402514,0.25,1.0,0.25,0.5151515151515151,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.7087746069021055
564965,0,0.5277280858676208,0.317016317016317,0.8647067231047038,0.35199283475145543,0.07692307692307693,0.0067085953878406705,0.7500000000000001,0.8571428571428571,0.5,0.09090909090909091,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
383647,0,0.4669051878354204,0.2167832167832168,0.8395725663252537,0.28989401403194504,0.358974358974359,0.0,0.375,0.2857142857142857,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
792060,0,0.41323792486583183,0.08624708624708625,0.8851896866851047,0.41230034333482607,0.48717948717948717,0.0008385744234800838,0.0,0.7142857142857142,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.6537310971942516
511692,0,0.12164579606440071,0.47785547785547783,0.79785951054549,0.21003134796238243,0.3076923076923077,0.0004192872117400419,0.0,0.14285714285714285,0.125,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
224511,0,0.556350626118068,0.011655011655011656,0.7200835525026756,0.11509180474697715,0.10256410256410256,0.0004192872117400419,0.7500000000000001,0.42857142857142855,0.375,0.9393939393939394,0.005235602094240843,0.6666666666666666,False,True,True,0,True,0,1,0.5536203846000464
445980,0,0.3041144901610018,0.44988344988344986,0.7137315236770702,0.10956859232721301,0.2564102564102564,0.005450733752620545,0.0,0.14285714285714285,0.125,0.18181818181818182,0.005235602094240843,1.0,False,False,True,1,False,1,1,0.0
324359,0,0.5134168157423972,0.03263403263403263,0.9350993719007025,0.6060606060606061,0.4615384615384615,0.007127882599580713,1.0,0.2857142857142857,0.25,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.5923427491654685
527868,0,0.4418604651162791,0.2797202797202797,0.8810923199302857,0.3994626063591581,0.07692307692307693,0.005870020964360586,0.0,0.8571428571428571,0.25,0.6363636363636364,0.005235602094240843,1.0,False,False,True,1,False,1,0,0.0
142941,0,0.665474060822898,0.011655011655011656,0.633180433010412,0.0586654724585759,0.41025641025641024,0.0004192872117400419,0.6250000000000001,0.42857142857142855,0.25,0.0,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.5713183871505734
277025,0,0.3506261180679785,0.2470862470862471,0.8978259291734002,0.45454545454545453,0.358974358974359,0.0004192872117400419,0.25,0.2857142857142857,0.375,0.06060606060606061,0.005235602094240843,0.6666666666666666,False,False,True,0,True,1,0,0.0
509188,0,0.5420393559928444,0.2470862470862471,0.7286723355889457,0.12300343334826093,0.02564102564102564,0.0041928721174004195,1.0,0.14285714285714285,0.375,0.12121212121212122,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
414450,0,0.42397137745974955,0.10256410256410257,0.7163442843321776,0.11180773249738767,0.5384615384615384,0.0033542976939203353,0.7500000000000001,0.14285714285714285,0.25,0.06060606060606061,0.6858638743455497,0.6666666666666666,False,False,True,1,True,1,1,0.0
518437,0,0.8067978533094812,0.3543123543123543,0.831740195481472,0.2728765487386177,0.15384615384615385,0.5970649895178197,1.0,0.8571428571428571,0.375,0.7878787878787878,0.6858638743455497,0.6666666666666666,True,True,True,1,True,0,0,0.0
227389,0,0.7137745974955277,0.004662004662004662,0.7568853122040374,0.15300791162860125,0.20512820512820512,0.0,0.25,0.42857142857142855,0.375,0.0,0.42408376963350797,0.6666666666666666,True,True,True,1,False,0,0,0.6502675587401441
842246,0,0.22361359570661896,0.6736596736596737,0.7536927424463394,0.14927601134497684,0.41025641025641024,0.2981132075471698,0.0,0.7142857142857142,0.375,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,False,True,1,False,1,1,0.0
340508,0,0.4561717352415027,0.4428904428904429,0.8144143096675924,0.23869234214061796,0.1794871794871795,0.8121593291404612,0.0,0.2857142857142857,0.125,0.6363636363636364,0.005235602094240843,0.6666666666666666,False,True,True,1,False,0,1,0.0
980814,0,0.48658318425760283,0.4219114219114219,0.7601242572144934,0.15688908792357067,0.02564102564102564,0.0004192872117400419,0.375,0.5714285714285714,0.5,0.0,0.005235602094240843,0.6666666666666666,True,False,True,0,True,0,0,0.0
712544,0,0.39892665474060823,0.703962703962704,0.9524869314843981,0.6930885206747275,0.5384615384615384,0.042767295597484274,0.6250000000000001,0.0,0.125,0.7575757575757576,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,0,0.0
317952,0,0.5474060822898033,0.07692307692307693,0.7204181994848508,0.11539035676966711,0.3076923076923077,0.004612159329140461,0.375,0.2857142857142857,0.125,0.8787878787878788,0.005235602094240843,0.6666666666666666,False,True,True,1,False,1,1,0.0
498248,0,0.6636851520572451,0.24475524475524477,0.7768388532429588,0.1785341095685923,0.15384615384615385,0.30398322851153037,0.875,0.14285714285714285,0.375,0.09090909090909091,0.42408376963350797,0.6666666666666666,True,True,True,1,False,1,0,0.0
243669,0,0.8121645796064401,0.08391608391608392,0.8122924457908905,0.23481116584564857,0.23076923076923075,0.2947589098532495,1.0,0.42857142857142855,0.25,0.06060606060606061,0.16230366492146603,0.6666666666666666,True,True,True,1,False,1,1,0.0
